IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Vespertino,Informação e Comunicação,Informação e Comunicação,1,1,29,1,29,35,29,13,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Vespertino,Produção Alimentícia,Agroindustria,1,1,14,0,15,16,14,4,2023
IFSP,Campus Campos do Jordão,Técnico,Matutino,Informação e Comunicação,Informática,1,1,158,125,40,150,40,31,2023
IFSP,Campus Campos do Jordão,Técnico,Matutino,Infraestrutura,Civil,1,2,169,117,41,102,40,17,2023
IFSP,Campus Campos do Jordão,Técnico,Matutino,"Turismo, Hospitalidade e Lazer",Eventos,1,1,25,20,40,29,12,11,2023
IFSP,Campus Campos do Jordão,Técnico,Matutino,"Turismo, Hospitalidade e Lazer",Hospitalidade,1,1,6,,,,,,2023
IFSP,Campus Campos do Jordão,Técnico,Noturno,Infraestrutura,Civil,1,1,42,44,40,46,15,3,2023
IFSP,Campus Campos do Jordão,Técnico,Noturno,"Turismo, Hospitalidade e Lazer",Hospitalidade,1,1,20,20,40,43,18,8,2023
IFSP,Campus Campos do Jordão,Técnico,Vespertino,Infraestrutura,Civil,1,1,2,2,,,,2,2023
IFSP,Campus Campos do Jordão,Tecnologia,Matutino,Informação e Comunicação,Informática,1,1,6,,,,,,2023
IFSP,Campus Campos do Jordão,Tecnologia,Matutino,"Turismo, Hospitalidade e Lazer",Turismo,1,1,2,,,,,,2023
IFSP,Campus Campos do Jordão,Tecnologia,Noturno,Informação e Comunicação,Informática,1,1,235,242,86,289,82,12,2023
